label,text
0,请问这瓶拉菲红酒的价格是多少？
0,这款玛歌红酒的售价是多少？
0,我想知道罗曼尼康帝的价格。
0,柏图斯现在的市场价是多少？
0,作品一号的价格是多少？
0,木桐红酒卖多少钱？
0,尖叫鹰的售价是多少？
0,伊甘酒庄的这款酒价格是多少？
0,奔富葛兰许的价位如何？
0,西施佳雅的价格贵吗？
0,这瓶天娜红酒多少钱？
0,贝加西利亚的价格能告诉我吗？
0,嘉雅巴巴莱斯科的售价是多少？
0,侯伯王红酒的价格是多少？
0,拉图红酒卖多少钱？
0,乐王吉现在的价格是多少？
0,阿玛维雅的价格是多少？
0,菲尔普斯传世珍酿的售价是多少？
0,伊瑟尔酒园的这款酒卖多少钱？
0,碧尚男爵价格贵吗？
0,塔特红酒多少钱？
0,爱士图尔的售价是多少？
0,梦玫瑰的这款酒价格是多少？
0,达尔图酒庄的价格是多少？
0,贝尔优酒庄多少钱？
0,柏菲酒庄的这瓶酒价格是多少？
0,靓茨伯酒庄的售价是多少？
0,鲁臣世家的价格是多少？
0,宝嘉龙的这款酒多少钱？
0,都夏美隆的价格是多少？
0,塔尔博卖多少钱？
0,白马庄的价格是多少？
0,姬斯库酒庄的售价是多少？
0,坎特纳克的价位如何？
0,拉格朗酒庄的这款酒多少钱？
0,拉萨尔酒庄的售价是多少？
0,请告诉我拉菲红酒的价格。
0,玛歌红酒的价格是多少？
0,罗曼尼康帝的市场价是多少？
0,柏图斯卖多少钱？
0,作品一号的价位是多少？
0,木桐红酒价格是多少？
0,尖叫鹰的这瓶酒多少钱？
0,伊甘酒庄的售价是多少？
0,奔富葛兰许价格贵吗？
0,西施佳雅现在卖多少钱？
0,天娜红酒的价格是多少？
0,贝加西利亚的市场价是多少？
0,嘉雅巴巴莱斯科多少钱？
0,侯伯王红酒的售价是多少？
0,拉图红酒现在多少钱？
0,乐王吉的这款酒价格是多少？
0,阿玛维雅的价格是多少？
0,菲尔普斯传世珍酿的市场价是多少？
0,伊瑟尔酒园多少钱？
0,碧尚男爵的价格是多少？
0,塔特红酒卖多少钱？
0,爱士图尔的售价是多少？
0,梦玫瑰的这瓶酒价格是多少？
0,达尔图酒庄的价位是多少？
0,贝尔优酒庄多少钱？
0,柏菲酒庄的市场价是多少？
0,靓茨伯酒庄现在卖多少钱？
0,鲁臣世家的价格是多少？
0,宝嘉龙的售价是多少？
0,都夏美隆这瓶酒价格是多少？
0,塔尔博的价位如何？
0,白马庄卖多少钱？
0,姬斯库酒庄的售价是多少？
0,坎特纳克的价格是多少？
0,拉格朗酒庄的市场价是多少？
0,拉萨尔酒庄的这款酒多少钱？
0,请告诉我这瓶拉菲红酒的价位。
0,玛歌红酒卖多少钱？
0,罗曼尼康帝的价格是多少？
0,柏图斯多少钱？
0,作品一号的售价是多少？
0,木桐红酒的价格贵吗？
0,尖叫鹰多少钱？
0,伊甘酒庄的市场价是多少？
0,奔富葛兰许卖多少钱？
0,西施佳雅的价格是多少？
0,天娜红酒的这瓶酒价格是多少？
0,贝加西利亚多少钱？
0,嘉雅巴巴莱斯科的售价是多少？
0,侯伯王红酒现在多少钱？
0,拉图红酒的价位如何？
0,乐王吉卖多少钱？
0,阿玛维雅的价格是多少？
0,菲尔普斯传世珍酿的售价是多少？
0,伊瑟尔酒园的价格是多少？
0,碧尚男爵的市场价是多少？
0,塔特红酒多少钱？
0,爱士图尔卖多少钱？
0,梦玫瑰这瓶酒的价位是多少？
0,达尔图酒庄的价格是多少？
0,贝尔优酒庄的售价是多少？
0,柏菲酒庄的市场价是多少？
0,靓茨伯酒庄卖多少钱？
0,鲁臣世家的价位如何？
0,这瓶酒多少钱？
0,这款红酒的价格是多少？
0,请问这瓶的售价是多少？
0,这款酒的价格是多少？
0,这瓶酒要多少钱？
0,这款的价格是多少？
0,这瓶红酒卖多少钱？
0,这款酒的售价是多少？
0,这瓶的价格是多少？
0,请问这款酒多少钱？
0,这瓶酒的价格如何？
0,这款红酒的售价是多少？
0,请问这瓶的价格是多少？
0,这款红酒要多少钱？
0,这瓶的售价是多少？
0,这款酒卖多少钱？
0,这瓶红酒的价格是多少？
0,这款的售价是多少？
0,请问这瓶红酒多少钱？
0,这瓶酒售价多少？
0,请问这瓶红酒的价格是多少？
0,这款酒要多少钱？
0,这瓶的价格是多少？
0,请问这款红酒的售价是多少？
0,这款的价格如何？
0,这瓶酒的售价是多少？
0,请问这瓶的价格是多少？
0,这款酒的售价是多少？
0,请问这款酒卖多少钱？
0,这瓶红酒的售价是多少？
0,这款红酒的价格是多少？
0,这瓶的价格如何？
0,这款酒多少钱？
0,请问这瓶酒的售价是多少？
0,这款的售价是多少？
0,这瓶酒的价格是多少？
0,这款的价格是多少？
0,这瓶酒价格多少？
0,请问这款的售价是多少？
0,这瓶的售价多少？
0,这款酒的价格是多少？
0,请问这瓶红酒的售价是多少？
0,这款红酒多少钱？
0,请问这款的价格是多少？
0,这瓶酒多少钱？
0,这款红酒的价格如何？
0,请问这瓶的售价是多少？
0,这款的售价多少？
0,这瓶红酒的售价是多少？
0,请问这款酒的价格是多少？
1,这瓶拉菲红酒的口感如何？
1,玛歌红酒的口感是什么样的？
1,罗曼尼康帝喝起来是什么味道？
1,柏图斯的口感偏向什么风味？
1,作品一号的口感如何？
1,木桐红酒的口感偏甜吗？
1,尖叫鹰喝起来是什么感觉？
1,伊甘酒庄的这款酒口感如何？
1,奔富葛兰许的口感偏酸还是偏甜？
1,西施佳雅的口感丰富吗？
1,天娜红酒是什么样的口感？
1,贝加西利亚的口感能描述一下吗？
1,嘉雅巴巴莱斯科喝起来如何？
1,侯伯王红酒的口感偏浓吗？
1,拉图红酒喝起来是什么味道？
1,乐王吉的口感怎么样？
1,阿玛维雅的口感能描述一下吗？
1,菲尔普斯传世珍酿的口感如何？
1,伊瑟尔酒园的酒喝起来有什么感觉？
1,碧尚男爵的口感如何？
1,塔特红酒的口感描述是怎样的？
1,爱士图尔的口感偏甜吗？
1,梦玫瑰的口感有什么特别之处？
1,达尔图酒庄的酒口感如何？
1,贝尔优酒庄的口感如何？
1,柏菲酒庄的这瓶酒喝起来什么味道？
1,靓茨伯酒庄的口感描述是怎样的？
1,鲁臣世家的口感偏柔和吗？
1,宝嘉龙喝起来是什么感觉？
1,都夏美隆的口感如何？
1,塔尔博喝起来有什么特别之处？
1,白马庄的口感描述是怎样的？
1,姬斯库酒庄的酒口感如何？
